,CellType
2169,Excitatory neuron
2170,Pericyte
2171,Inhibitory neuron
2172,Excitatory neuron
2173,Excitatory neuron
2174,Excitatory neuron
2175,Excitatory neuron
2176,Endothelial
2177,Excitatory neuron
2178,Pericyte
2179,Excitatory neuron
2180,Oligodendrocyte
2181,Endothelial
2182,Inhibitory neuron
2183,Excitatory neuron
2184,Microglia
2185,Astrocyte
2186,Inhibitory neuron
2187,Astrocyte
2188,Excitatory neuron
2189,Inhibitory neuron
2190,OPC
2191,Excitatory neuron
2192,Excitatory neuron
2193,Excitatory neuron
2194,Excitatory neuron
2195,Excitatory neuron
2196,Astrocyte
2197,Excitatory neuron
2198,Inhibitory neuron
2199,Excitatory neuron
2200,Excitatory neuron
2201,Inhibitory neuron
2202,Oligodendrocyte
2203,Oligodendrocyte
2204,Excitatory neuron
2205,Inhibitory neuron
2206,Inhibitory neuron
2207,Inhibitory neuron
2208,Astrocyte
2209,Microglia
2210,OPC
2211,Oligodendrocyte
2212,Excitatory neuron
2213,Excitatory neuron
2214,Excitatory neuron
2215,Excitatory neuron
2216,Excitatory neuron
2217,Endothelial
2218,Astrocyte
2219,Inhibitory neuron
2220,Excitatory neuron
2221,Excitatory neuron
2222,Inhibitory neuron
2223,Excitatory neuron
2224,Oligodendrocyte
2225,Oligodendrocyte
2226,Excitatory neuron
2227,Inhibitory neuron
2228,Astrocyte
2229,Excitatory neuron
2230,Astrocyte
2231,Excitatory neuron
2232,Endothelial
2233,Microglia
2234,Inhibitory neuron
2235,Excitatory neuron
2236,Excitatory neuron
2237,Inhibitory neuron
2238,Excitatory neuron
2239,Excitatory neuron
2240,Astrocyte
2241,Oligodendrocyte
2242,Inhibitory neuron
2243,Inhibitory neuron
2244,Excitatory neuron
2245,Inhibitory neuron
2246,Excitatory neuron
2247,Excitatory neuron
2248,Endothelial
2249,Excitatory neuron
2250,Astrocyte
2251,Inhibitory neuron
2252,Excitatory neuron
2253,Inhibitory neuron
2254,Inhibitory neuron
2255,Excitatory neuron
2256,Excitatory neuron
2257,Excitatory neuron
2258,Inhibitory neuron
2259,Oligodendrocyte
2260,Excitatory neuron
2261,Excitatory neuron
2262,Excitatory neuron
2263,Astrocyte
2264,Excitatory neuron
2265,Excitatory neuron
2266,Excitatory neuron
2267,Excitatory neuron
2268,Excitatory neuron
2269,Endothelial
2270,Inhibitory neuron
2271,Excitatory neuron
2272,Inhibitory neuron
2273,Inhibitory neuron
2274,Inhibitory neuron
2275,Excitatory neuron
2276,Excitatory neuron
2277,Excitatory neuron
2278,Oligodendrocyte
2279,Inhibitory neuron
2280,Endothelial
2281,Excitatory neuron
2282,Oligodendrocyte
2283,Excitatory neuron
2284,Excitatory neuron
2285,Inhibitory neuron
2286,Excitatory neuron
2287,Oligodendrocyte
2288,Inhibitory neuron
2289,Excitatory neuron
2290,Inhibitory neuron
2291,Oligodendrocyte
2292,Excitatory neuron
2293,Astrocyte
2294,Astrocyte
2295,Excitatory neuron
2296,Inhibitory neuron
2297,Astrocyte
2298,Excitatory neuron
2299,Astrocyte
2300,Inhibitory neuron
2301,Oligodendrocyte
2302,Excitatory neuron
2303,Astrocyte
2304,Excitatory neuron
2305,Pericyte
2306,Microglia
2307,Pericyte
2308,Excitatory neuron
2309,Inhibitory neuron
2310,Excitatory neuron
2311,Inhibitory neuron
2312,Endothelial
2313,Excitatory neuron
2314,Excitatory neuron
2315,Inhibitory neuron
2316,OPC
2317,Excitatory neuron
2318,Inhibitory neuron
2319,Excitatory neuron
2320,Astrocyte
2321,Excitatory neuron
2322,Endothelial
2323,Endothelial
2324,Astrocyte
2325,Astrocyte
2326,Oligodendrocyte
2327,Excitatory neuron
2328,Inhibitory neuron
2329,Excitatory neuron
2330,Excitatory neuron
2331,Excitatory neuron
2332,Excitatory neuron
2333,Excitatory neuron
2334,Inhibitory neuron
2335,Astrocyte
2336,Inhibitory neuron
2337,Excitatory neuron
2338,Inhibitory neuron
2339,Inhibitory neuron
2340,Excitatory neuron
2341,Inhibitory neuron
2342,Excitatory neuron
2343,Astrocyte
2344,Excitatory neuron
2345,Excitatory neuron
2346,Excitatory neuron
2347,Endothelial
2348,Endothelial
2349,Excitatory neuron
2350,Excitatory neuron
2351,Endothelial
2352,Inhibitory neuron
2353,Excitatory neuron
2354,OPC
2355,Oligodendrocyte
2356,Endothelial
2357,OPC
2358,Excitatory neuron
2359,OPC
2360,Inhibitory neuron
2361,Excitatory neuron
2362,Excitatory neuron
2363,Excitatory neuron
2364,Microglia
2365,Excitatory neuron
2366,Oligodendrocyte
2367,Oligodendrocyte
2368,Inhibitory neuron
2369,Excitatory neuron
2370,Excitatory neuron
2371,Inhibitory neuron
2372,Excitatory neuron
2373,Inhibitory neuron
2374,Excitatory neuron
2375,Endothelial
2376,Excitatory neuron
2377,Excitatory neuron
2378,Inhibitory neuron
2379,Excitatory neuron
2380,Excitatory neuron
2381,Excitatory neuron
2382,Excitatory neuron
2383,Inhibitory neuron
2384,Astrocyte
2385,Excitatory neuron
2386,Inhibitory neuron
2387,Excitatory neuron
2388,Inhibitory neuron
2389,Inhibitory neuron
2390,Endothelial
2391,Excitatory neuron
2392,Oligodendrocyte
2393,Excitatory neuron
2394,Inhibitory neuron
2395,Excitatory neuron
2396,Inhibitory neuron
2397,Excitatory neuron
2398,Astrocyte
2399,Excitatory neuron
2400,Excitatory neuron
2401,Pericyte
2402,Excitatory neuron
2403,OPC
2404,Inhibitory neuron
2405,Inhibitory neuron
2406,Excitatory neuron
2407,Excitatory neuron
2408,Oligodendrocyte
2409,Astrocyte
2410,Excitatory neuron
2411,Inhibitory neuron
2412,Inhibitory neuron
2413,Astrocyte
2414,Astrocyte
2415,Excitatory neuron
2416,Endothelial
2417,Excitatory neuron
2418,Inhibitory neuron
2419,Inhibitory neuron
2420,Oligodendrocyte
2421,Pericyte
2422,Excitatory neuron
2423,Endothelial
2424,Excitatory neuron
2425,Excitatory neuron
2426,Excitatory neuron
2427,Excitatory neuron
2428,Excitatory neuron
2429,Excitatory neuron
2430,Astrocyte
2431,Excitatory neuron
2432,Excitatory neuron
2433,Inhibitory neuron
2434,Excitatory neuron
2435,Excitatory neuron
2436,Inhibitory neuron
2437,Excitatory neuron
2438,Excitatory neuron
2439,Excitatory neuron
2440,Inhibitory neuron
2441,Astrocyte
2442,Excitatory neuron
2443,Inhibitory neuron
2444,Astrocyte
2445,Excitatory neuron
2446,Inhibitory neuron
2447,Endothelial
2448,Excitatory neuron
2449,Inhibitory neuron
2450,Excitatory neuron
2451,Inhibitory neuron
2452,Excitatory neuron
2453,Inhibitory neuron
2454,OPC
2455,Excitatory neuron
2456,Inhibitory neuron
2457,Excitatory neuron
2458,Inhibitory neuron
2459,Excitatory neuron
2460,OPC
2461,Excitatory neuron
2462,Oligodendrocyte
2463,Excitatory neuron
2464,Inhibitory neuron
2465,Microglia
2466,Excitatory neuron
2467,Excitatory neuron
2468,Astrocyte
2469,Inhibitory neuron
2470,Excitatory neuron
2471,Excitatory neuron
2472,Excitatory neuron
2473,Excitatory neuron
2474,Excitatory neuron
2475,Inhibitory neuron
2476,Endothelial
2477,Excitatory neuron
2478,Endothelial
2479,Oligodendrocyte
2480,Astrocyte
2481,Oligodendrocyte
2482,Astrocyte
2483,Excitatory neuron
2484,Inhibitory neuron
2485,Excitatory neuron
2486,Excitatory neuron
2487,Excitatory neuron
2488,Inhibitory neuron
2489,Excitatory neuron
2490,Excitatory neuron
2491,Microglia
2492,Excitatory neuron
2493,Inhibitory neuron
2494,Excitatory neuron
2495,Endothelial
2496,Inhibitory neuron
2497,Excitatory neuron
2498,Excitatory neuron
2499,Excitatory neuron
2500,Excitatory neuron
2501,Excitatory neuron
2502,Inhibitory neuron
2503,Endothelial
2504,OPC
2505,Excitatory neuron
2506,Oligodendrocyte
2507,Inhibitory neuron
2508,Excitatory neuron
2509,Inhibitory neuron
2510,Endothelial
2511,OPC
2512,Excitatory neuron
2513,Excitatory neuron
2514,Excitatory neuron
2515,Excitatory neuron
2516,Excitatory neuron
2517,Inhibitory neuron
2518,Excitatory neuron
2519,Oligodendrocyte
2520,Excitatory neuron
2521,Excitatory neuron
2522,Excitatory neuron
2523,Excitatory neuron
2524,Inhibitory neuron
2525,OPC
2526,OPC
2527,Excitatory neuron
2528,Astrocyte
2529,Oligodendrocyte
2530,Oligodendrocyte
2531,Excitatory neuron
2532,Inhibitory neuron
2533,Excitatory neuron
2534,Excitatory neuron
2535,Excitatory neuron
2536,Excitatory neuron
2537,Excitatory neuron
2538,Endothelial
2539,Astrocyte
2540,Excitatory neuron
2541,Excitatory neuron
2542,Excitatory neuron
2543,Excitatory neuron
2544,Excitatory neuron
2545,Endothelial
2546,Astrocyte
2547,Microglia
2548,Excitatory neuron
2549,Excitatory neuron
2550,Microglia
2551,Excitatory neuron
2552,Excitatory neuron
2553,Excitatory neuron
2554,Excitatory neuron
2555,Oligodendrocyte
2556,Excitatory neuron
2557,Excitatory neuron
2558,Excitatory neuron
2559,Oligodendrocyte
2560,Excitatory neuron
2561,Excitatory neuron
2562,Excitatory neuron
2563,Excitatory neuron
2564,Oligodendrocyte
2565,Excitatory neuron
2566,Excitatory neuron
2567,Excitatory neuron
2568,Astrocyte
2569,Oligodendrocyte
2570,Excitatory neuron
2571,Excitatory neuron
2572,Excitatory neuron
2573,Excitatory neuron
2574,Excitatory neuron
2575,Inhibitory neuron
2576,Oligodendrocyte
2577,Inhibitory neuron
2578,Excitatory neuron
2579,OPC
2580,Excitatory neuron
2581,Excitatory neuron
2582,Excitatory neuron
2583,Astrocyte
2584,Inhibitory neuron
2585,Excitatory neuron
2586,Excitatory neuron
2587,Oligodendrocyte
2588,OPC
2589,Excitatory neuron
2590,Excitatory neuron
2591,Microglia
2592,Excitatory neuron
2593,Excitatory neuron
2594,Excitatory neuron
2595,Astrocyte
2596,Excitatory neuron
2597,Oligodendrocyte
2598,Excitatory neuron
2599,Excitatory neuron
2600,Excitatory neuron
2601,Excitatory neuron
2602,Excitatory neuron
2603,Endothelial
2604,Inhibitory neuron
2605,Excitatory neuron
2606,Inhibitory neuron
2607,Excitatory neuron
2608,Excitatory neuron
2609,Inhibitory neuron
2610,Excitatory neuron
2611,Inhibitory neuron
2612,Inhibitory neuron
2613,Oligodendrocyte
2614,Inhibitory neuron
2615,Endothelial
2616,Endothelial
2617,Inhibitory neuron
2618,Inhibitory neuron
2619,Inhibitory neuron
2620,Excitatory neuron
2621,Excitatory neuron
2622,Endothelial
2623,Inhibitory neuron
2624,Excitatory neuron
2625,Excitatory neuron
2626,Excitatory neuron
2627,Excitatory neuron
2628,Excitatory neuron
2629,Inhibitory neuron
2630,Excitatory neuron
2631,Inhibitory neuron
2632,Excitatory neuron
2633,Inhibitory neuron
2634,Excitatory neuron
2635,Excitatory neuron
2636,Microglia
2637,Oligodendrocyte
2638,OPC
2639,Inhibitory neuron
2640,Excitatory neuron
2641,Inhibitory neuron
2642,Microglia
2643,Endothelial
2644,Excitatory neuron
2645,Inhibitory neuron
2646,Excitatory neuron
2647,Excitatory neuron
2648,Excitatory neuron
2649,Excitatory neuron
2650,Excitatory neuron
2651,Excitatory neuron
2652,Excitatory neuron
2653,Endothelial
2654,Excitatory neuron
2655,Excitatory neuron
2656,OPC
2657,Excitatory neuron
2658,Excitatory neuron
2659,Oligodendrocyte
2660,Inhibitory neuron
2661,Endothelial
2662,Excitatory neuron
2663,Oligodendrocyte
2664,Excitatory neuron
2665,Excitatory neuron
2666,Microglia
2667,Inhibitory neuron
2668,Astrocyte
2669,Excitatory neuron
2670,Inhibitory neuron
2671,Endothelial
2672,Astrocyte
2673,Excitatory neuron
2674,Astrocyte
2675,Microglia
2676,Pericyte
2677,Excitatory neuron
2678,Excitatory neuron
2679,Endothelial
2680,Astrocyte
2681,Excitatory neuron
2682,Excitatory neuron
2683,Astrocyte
2684,Inhibitory neuron
2685,Inhibitory neuron
2686,Excitatory neuron
2687,Excitatory neuron
2688,Excitatory neuron
2689,Astrocyte
2690,Excitatory neuron
2691,Excitatory neuron
2692,Excitatory neuron
2693,Excitatory neuron
2694,Excitatory neuron
2695,Microglia
2696,Microglia
2697,Excitatory neuron
2698,Microglia
2699,OPC
2700,Excitatory neuron
2701,Inhibitory neuron
2702,Inhibitory neuron
2703,OPC
2704,Excitatory neuron
2705,Inhibitory neuron
2706,Endothelial
2707,Excitatory neuron
2708,Excitatory neuron
2709,Astrocyte
2710,Excitatory neuron
2711,Astrocyte
2712,Inhibitory neuron
2713,Excitatory neuron
2714,Excitatory neuron
2715,Excitatory neuron
2716,Excitatory neuron
2717,Excitatory neuron
2718,Excitatory neuron
2719,Excitatory neuron
2720,Astrocyte
2721,Inhibitory neuron
2722,Excitatory neuron
2723,Excitatory neuron
2724,Excitatory neuron
2725,OPC
2726,Excitatory neuron
2727,Excitatory neuron
2728,Excitatory neuron
2729,Excitatory neuron
2730,Inhibitory neuron
2731,Excitatory neuron
2732,Inhibitory neuron
2733,Inhibitory neuron
2734,Microglia
2735,Inhibitory neuron
2736,Pericyte
2737,Excitatory neuron
2738,Astrocyte
2739,Inhibitory neuron
2740,Excitatory neuron
2741,Excitatory neuron
2742,Inhibitory neuron
2743,OPC
2744,Astrocyte
2745,Inhibitory neuron
2746,Excitatory neuron
2747,Excitatory neuron
2748,Astrocyte
2749,Astrocyte
2750,Excitatory neuron
2751,Oligodendrocyte
2752,Excitatory neuron
2753,Excitatory neuron
2754,Oligodendrocyte
2755,Excitatory neuron
2756,Excitatory neuron
2757,Excitatory neuron
2758,Inhibitory neuron
2759,Excitatory neuron
2760,Astrocyte
2761,Excitatory neuron
2762,Microglia
2763,Excitatory neuron
2764,Excitatory neuron
2765,Excitatory neuron
2766,Excitatory neuron
2767,Inhibitory neuron
2768,Inhibitory neuron
2769,Excitatory neuron
2770,Excitatory neuron
2771,Excitatory neuron
2772,Excitatory neuron
2773,Inhibitory neuron
2774,Astrocyte
2775,Excitatory neuron
2776,Excitatory neuron
2777,Excitatory neuron
2778,Inhibitory neuron
2779,Excitatory neuron
2780,Excitatory neuron
2781,Excitatory neuron
2782,Excitatory neuron
2783,Inhibitory neuron
2784,Pericyte
2785,Excitatory neuron
2786,Inhibitory neuron
2787,Inhibitory neuron
2788,Excitatory neuron
2789,Excitatory neuron
2790,Inhibitory neuron
2791,Inhibitory neuron
2792,Excitatory neuron
2793,Microglia
2794,Endothelial
2795,Excitatory neuron
2796,Endothelial
2797,Excitatory neuron
2798,Excitatory neuron
2799,Inhibitory neuron
2800,Excitatory neuron
2801,Inhibitory neuron
2802,OPC
2803,Excitatory neuron
2804,Excitatory neuron
2805,Excitatory neuron
2806,Excitatory neuron
2807,OPC
2808,Astrocyte
2809,Excitatory neuron
2810,Excitatory neuron
2811,Inhibitory neuron
2812,Oligodendrocyte
2813,Inhibitory neuron
2814,Excitatory neuron
2815,Astrocyte
2816,Astrocyte
2817,Excitatory neuron
2818,Inhibitory neuron
2819,Astrocyte
2820,Oligodendrocyte
2821,Excitatory neuron
2822,Excitatory neuron
2823,Endothelial
2824,Inhibitory neuron
2825,Excitatory neuron
2826,Astrocyte
2827,Oligodendrocyte
2828,Excitatory neuron
2829,Excitatory neuron
2830,Excitatory neuron
2831,Excitatory neuron
2832,Excitatory neuron
2833,Excitatory neuron
2834,Endothelial
2835,Excitatory neuron
2836,Excitatory neuron
2837,Inhibitory neuron
2838,Oligodendrocyte
2839,Inhibitory neuron
2840,Inhibitory neuron
2841,Endothelial
2842,Excitatory neuron
2843,Excitatory neuron
2844,Excitatory neuron
2845,Excitatory neuron
2846,Inhibitory neuron
2847,Oligodendrocyte
2848,Astrocyte
2849,Excitatory neuron
2850,Excitatory neuron
2851,Excitatory neuron
2852,Excitatory neuron
2853,Inhibitory neuron
2854,Excitatory neuron
2855,Excitatory neuron
2856,Inhibitory neuron
2857,Excitatory neuron
2858,Excitatory neuron
2859,Inhibitory neuron
2860,Pericyte
2861,Pericyte
2862,Excitatory neuron
2863,Excitatory neuron
2864,Excitatory neuron
2865,Excitatory neuron
2866,Microglia
2867,Oligodendrocyte
2868,Excitatory neuron
2869,Excitatory neuron
2870,Excitatory neuron
2871,Astrocyte
2872,Excitatory neuron
2873,Oligodendrocyte
2874,Astrocyte
2875,Excitatory neuron
2876,Excitatory neuron
2877,Excitatory neuron
2878,Pericyte
2879,Excitatory neuron
2880,Excitatory neuron
2881,Microglia
2882,Excitatory neuron
2883,Excitatory neuron
2884,Excitatory neuron
2885,Excitatory neuron
2886,Excitatory neuron
2887,Oligodendrocyte
2888,Pericyte
2889,Inhibitory neuron
2890,Oligodendrocyte
2891,Endothelial
2892,Excitatory neuron
2893,Excitatory neuron
2894,Astrocyte
2895,Inhibitory neuron
2896,Astrocyte
2897,OPC
2898,Excitatory neuron
2899,Oligodendrocyte
2900,Astrocyte
2901,Pericyte
2902,Inhibitory neuron
2903,Pericyte
2904,Endothelial
2905,Excitatory neuron
2906,Excitatory neuron
2907,Endothelial
2908,Excitatory neuron
2909,Excitatory neuron
2910,Excitatory neuron
2911,Inhibitory neuron
2912,Excitatory neuron
2913,Excitatory neuron
2914,Inhibitory neuron
2915,Astrocyte
2916,Excitatory neuron
2917,Excitatory neuron
2918,Astrocyte
2919,Excitatory neuron
2920,Excitatory neuron
2921,Inhibitory neuron
2922,Excitatory neuron
2923,Endothelial
2924,Inhibitory neuron
2925,Excitatory neuron
2926,Excitatory neuron
2927,Excitatory neuron
2928,Inhibitory neuron
2929,Excitatory neuron
2930,Inhibitory neuron
2931,Excitatory neuron
2932,Inhibitory neuron
2933,Microglia
2934,Inhibitory neuron
2935,Pericyte
2936,Excitatory neuron
2937,Inhibitory neuron
2938,Microglia
2939,Excitatory neuron
2940,Inhibitory neuron
2941,Excitatory neuron
2942,Excitatory neuron
2943,Endothelial
2944,Excitatory neuron
2945,Excitatory neuron
2946,Excitatory neuron
2947,Astrocyte
2948,Inhibitory neuron
2949,Endothelial
2950,Excitatory neuron
2951,Oligodendrocyte
2952,Excitatory neuron
2953,Inhibitory neuron
2954,Excitatory neuron
2955,Excitatory neuron
2956,Excitatory neuron
2957,Astrocyte
2958,Inhibitory neuron
2959,Endothelial
2960,Inhibitory neuron
2961,Inhibitory neuron
2962,Excitatory neuron
2963,Astrocyte
2964,Excitatory neuron
2965,Excitatory neuron
2966,Excitatory neuron
2967,Excitatory neuron
2968,Astrocyte
2969,Excitatory neuron
2970,Oligodendrocyte
2971,Inhibitory neuron
2972,Inhibitory neuron
2973,Excitatory neuron
2974,Pericyte
2975,Astrocyte
2976,Inhibitory neuron
2977,Astrocyte
2978,Inhibitory neuron
2979,Inhibitory neuron
2980,Inhibitory neuron
2981,Inhibitory neuron
2982,Inhibitory neuron
2983,Inhibitory neuron
2984,Microglia
2985,Inhibitory neuron
2986,Endothelial
2987,Inhibitory neuron
2988,Inhibitory neuron
2989,Excitatory neuron
2990,Inhibitory neuron
2991,Inhibitory neuron
2992,Astrocyte
2993,Oligodendrocyte
2994,Excitatory neuron
2995,Inhibitory neuron
2996,Endothelial
2997,Astrocyte
2998,Excitatory neuron
2999,Excitatory neuron
3000,Excitatory neuron
3001,Excitatory neuron
3002,Oligodendrocyte
3003,Excitatory neuron
3004,Excitatory neuron
3005,Excitatory neuron
3006,Excitatory neuron
3007,Excitatory neuron
3008,Excitatory neuron
3009,Inhibitory neuron
3010,Excitatory neuron
3011,Inhibitory neuron
3012,Excitatory neuron
3013,Excitatory neuron
3014,Excitatory neuron
3015,Excitatory neuron
3016,Endothelial
3017,Excitatory neuron
3018,Excitatory neuron
3019,Excitatory neuron
3020,Astrocyte
3021,Astrocyte
3022,Excitatory neuron
3023,Astrocyte
3024,Inhibitory neuron
3025,Astrocyte
3026,Excitatory neuron
3027,Astrocyte
3028,Excitatory neuron
3029,Inhibitory neuron
3030,Inhibitory neuron
3031,Excitatory neuron
3032,Excitatory neuron
3033,Inhibitory neuron
3034,Excitatory neuron
3035,Endothelial
3036,Excitatory neuron
3037,Excitatory neuron
3038,Excitatory neuron
3039,Excitatory neuron
3040,Excitatory neuron
3041,Excitatory neuron
3042,Oligodendrocyte
3043,Excitatory neuron
3044,Excitatory neuron
3045,Astrocyte
3046,Excitatory neuron
3047,Inhibitory neuron
3048,Inhibitory neuron
3049,Excitatory neuron
3050,Astrocyte
3051,Excitatory neuron
3052,Excitatory neuron
3053,Excitatory neuron
3054,Excitatory neuron
3055,Excitatory neuron
3056,Excitatory neuron
3057,Inhibitory neuron
3058,Excitatory neuron
3059,Excitatory neuron
3060,Excitatory neuron
3061,Astrocyte
3062,Excitatory neuron
3063,Oligodendrocyte
3064,Excitatory neuron
3065,Excitatory neuron
3066,Astrocyte
3067,OPC
3068,Oligodendrocyte
3069,Excitatory neuron
3070,Inhibitory neuron
3071,Inhibitory neuron
3072,Excitatory neuron
3073,Astrocyte
3074,Excitatory neuron
3075,Excitatory neuron
3076,Excitatory neuron
3077,Endothelial
3078,Inhibitory neuron
3079,Endothelial
3080,Pericyte
3081,Excitatory neuron
3082,Inhibitory neuron
3083,Excitatory neuron
3084,Excitatory neuron
3085,Excitatory neuron
3086,Excitatory neuron
3087,Excitatory neuron
3088,Oligodendrocyte
3089,Endothelial
3090,Excitatory neuron
3091,Excitatory neuron
3092,Excitatory neuron
3093,Oligodendrocyte
3094,Excitatory neuron
3095,Excitatory neuron
3096,Astrocyte
3097,Inhibitory neuron
3098,Excitatory neuron
3099,Excitatory neuron
3100,Excitatory neuron
3101,Excitatory neuron
3102,Oligodendrocyte
3103,Inhibitory neuron
3104,Excitatory neuron
3105,Oligodendrocyte
3106,Inhibitory neuron
3107,Pericyte
3108,Excitatory neuron
3109,Excitatory neuron
3110,Inhibitory neuron
3111,Excitatory neuron
3112,Excitatory neuron
3113,Oligodendrocyte
3114,Astrocyte
3115,Excitatory neuron
3116,OPC
3117,Astrocyte
3118,Excitatory neuron
3119,Excitatory neuron
3120,Oligodendrocyte
3121,Excitatory neuron
3122,Inhibitory neuron
3123,Excitatory neuron
3124,Excitatory neuron
3125,Endothelial
3126,Endothelial
3127,Excitatory neuron
3128,Excitatory neuron
3129,Excitatory neuron
3130,Endothelial
3131,Excitatory neuron
3132,Inhibitory neuron
3133,Pericyte
3134,Excitatory neuron
3135,Excitatory neuron
3136,Excitatory neuron
3137,Excitatory neuron
3138,Excitatory neuron
3139,Excitatory neuron
3140,Endothelial
3141,Excitatory neuron
3142,OPC
3143,Excitatory neuron
3144,Excitatory neuron
3145,Inhibitory neuron
3146,Excitatory neuron
3147,Astrocyte
3148,Excitatory neuron
3149,Excitatory neuron
3150,Excitatory neuron
3151,OPC
3152,Astrocyte
3153,Excitatory neuron
3154,Excitatory neuron
3155,Inhibitory neuron
3156,Oligodendrocyte
3157,Microglia
3158,Excitatory neuron
3159,Excitatory neuron
3160,Excitatory neuron
3161,Excitatory neuron
3162,Excitatory neuron
3163,Inhibitory neuron
3164,Excitatory neuron
3165,OPC
3166,Oligodendrocyte
3167,Excitatory neuron
3168,Inhibitory neuron
3169,Inhibitory neuron
3170,Inhibitory neuron
3171,Astrocyte
3172,Excitatory neuron
3173,OPC
3174,Excitatory neuron
3175,Inhibitory neuron
3176,Excitatory neuron
3177,OPC
3178,Endothelial
3179,Inhibitory neuron
3180,Excitatory neuron
3181,Astrocyte
3182,Oligodendrocyte
3183,Excitatory neuron
3184,Excitatory neuron
3185,Inhibitory neuron
3186,Endothelial
3187,Excitatory neuron
3188,Excitatory neuron
3189,Inhibitory neuron
3190,Inhibitory neuron
3191,Excitatory neuron
3192,Inhibitory neuron
3193,OPC
3194,Excitatory neuron
3195,Oligodendrocyte
3196,Inhibitory neuron
3197,Inhibitory neuron
3198,Excitatory neuron
3199,Excitatory neuron
3200,Microglia
3201,Excitatory neuron
3202,Excitatory neuron
3203,Excitatory neuron
3204,Excitatory neuron
3205,Excitatory neuron
3206,Excitatory neuron
3207,Excitatory neuron
3208,Excitatory neuron
3209,Excitatory neuron
3210,Excitatory neuron
3211,Excitatory neuron
3212,Excitatory neuron
3213,Excitatory neuron
3214,Excitatory neuron
3215,Excitatory neuron
3216,Excitatory neuron
3217,Excitatory neuron
3218,Excitatory neuron
3219,Excitatory neuron
3220,Excitatory neuron
3221,Excitatory neuron
3222,Excitatory neuron
3223,Excitatory neuron
3224,Excitatory neuron
3225,Excitatory neuron
3226,Excitatory neuron
3227,Excitatory neuron
3228,Excitatory neuron
3229,Excitatory neuron
3230,Excitatory neuron
3231,Excitatory neuron
3232,Excitatory neuron
3233,Excitatory neuron
3234,Excitatory neuron
3235,Excitatory neuron
3236,Excitatory neuron
3237,Excitatory neuron
3238,Excitatory neuron
3239,Excitatory neuron
3240,Excitatory neuron
3241,Excitatory neuron
3242,Excitatory neuron
3243,Excitatory neuron
3244,Excitatory neuron
3245,Excitatory neuron
3246,Excitatory neuron
3247,Excitatory neuron
3248,Excitatory neuron
3249,Excitatory neuron
3250,Excitatory neuron
3251,Excitatory neuron
3252,Excitatory neuron
3253,Excitatory neuron
3254,Excitatory neuron
3255,Excitatory neuron
3256,Excitatory neuron
3257,Excitatory neuron
3258,Excitatory neuron
3259,Excitatory neuron
3260,Excitatory neuron
3261,Excitatory neuron
3262,Excitatory neuron
3263,Excitatory neuron
3264,Excitatory neuron
3265,Excitatory neuron
3266,Excitatory neuron
3267,Excitatory neuron
3268,Excitatory neuron
3269,Excitatory neuron
3270,Excitatory neuron
3271,Excitatory neuron
3272,Inhibitory neuron
3273,Excitatory neuron
3274,Excitatory neuron
3275,Excitatory neuron
3276,Excitatory neuron
3277,Excitatory neuron
3278,Excitatory neuron
3279,Excitatory neuron
3280,Excitatory neuron
3281,Excitatory neuron
3282,Excitatory neuron
3283,Excitatory neuron
3284,Excitatory neuron
3285,Excitatory neuron
3286,Excitatory neuron
3287,Excitatory neuron
3288,Excitatory neuron
3289,Excitatory neuron
3290,Excitatory neuron
3291,Excitatory neuron
3292,Excitatory neuron
3293,Excitatory neuron
3294,Excitatory neuron
3295,Excitatory neuron
3296,Excitatory neuron
3297,Excitatory neuron
3298,Excitatory neuron
3299,Excitatory neuron
3300,Excitatory neuron
3301,Excitatory neuron
3302,Excitatory neuron
3303,Excitatory neuron
3304,Excitatory neuron
3305,Excitatory neuron
3306,Excitatory neuron
3307,Excitatory neuron
3308,Excitatory neuron
3309,Excitatory neuron
3310,Excitatory neuron
3311,Excitatory neuron
3312,Excitatory neuron
3313,Excitatory neuron
3314,Excitatory neuron
3315,Excitatory neuron
3316,Excitatory neuron
3317,Excitatory neuron
3318,Excitatory neuron
3319,Excitatory neuron
3320,Excitatory neuron
3321,Excitatory neuron
3322,Excitatory neuron
3323,Excitatory neuron
3324,Excitatory neuron
3325,Excitatory neuron
3326,Excitatory neuron
3327,Astrocyte
3328,Astrocyte
3329,Astrocyte
3330,Astrocyte
3331,Astrocyte
3332,Astrocyte
3333,Astrocyte
3334,Astrocyte
3335,Astrocyte
3336,Astrocyte
3337,Astrocyte
3340,Astrocyte
3341,Astrocyte
3343,Astrocyte
3344,Astrocyte
3345,Astrocyte
3346,Astrocyte
3347,Astrocyte
3348,Astrocyte
3349,Astrocyte
3351,Astrocyte
3352,Astrocyte
3353,Astrocyte
3354,Astrocyte
3355,Astrocyte
3356,Astrocyte
3357,Astrocyte
3358,Astrocyte
3359,Astrocyte
3360,Astrocyte
3361,Astrocyte
3362,Astrocyte
3363,Astrocyte
3364,Astrocyte
3365,Astrocyte
3366,Astrocyte
3367,Astrocyte
3368,Astrocyte
3369,Astrocyte
3370,Astrocyte
3371,Astrocyte
3372,Astrocyte
3373,Astrocyte
3374,Astrocyte
3375,Astrocyte
3376,Astrocyte
3377,Astrocyte
3378,Astrocyte
3379,Astrocyte
3380,Astrocyte
3381,Astrocyte
