,leiden_labels,desc_labels,ctec_db_labels
HP1506401_C23,17,10,13
HP1506401_H1,4,10,13
HP1506401_N23,4,10,13
HP1506401_H3,4,10,13
HP1506401_L11,17,10,13
HP1506401_E14,4,10,13
HP1506401_O12,17,10,13
HP1506401_J11,4,10,13
HP1506401_P10,4,10,13
HP1507101_E22,4,10,13
HP1507101_J7,4,10,13
HP1507101_L17,4,5,13
HP1508501T2D_A23,4,10,13
HP1508501T2D_I24,4,10,13
HP1508501T2D_J23,4,10,13
HP1508501T2D_N13,4,10,13
HP1508501T2D_N24,4,5,13
HP1508501T2D_O7,4,10,13
HP1508501T2D_M11,4,10,13
HP1508501T2D_G12,4,10,13
HP1508501T2D_M7,4,10,13
HP1508501T2D_G19,4,10,13
HP1508501T2D_O13,4,10,13
HP1508501T2D_M18,4,10,13
HP1508501T2D_K6,4,10,13
HP1508501T2D_F21,4,5,13
HP1508501T2D_H16,4,10,13
HP1508501T2D_G17,4,10,13
HP1508501T2D_I10,4,10,13
HP1508501T2D_E4,4,10,13
HP1508501T2D_L2,4,5,13
HP1508501T2D_D9,4,10,13
HP1508501T2D_G18,4,10,13
HP1508501T2D_P2,4,5,13
HP1508501T2D_B14,4,5,13
HP1508501T2D_D18,4,5,13
HP1508501T2D_N21,4,5,13
HP1508501T2D_G23,4,10,13
HP1508501T2D_I7,4,10,13
HP1508501T2D_O11,4,5,13
HP1508501T2D_A11,4,10,13
HP1509101_B16,4,5,13
HP1509101_F18,4,5,13
HP1525301T2D_H9,4,5,13
HP1525301T2D_J5,4,10,13
HP1525301T2D_D10,4,5,13
HP1525301T2D_F10,4,5,13
HP1525301T2D_J23,4,5,13
HP1525301T2D_J16,4,5,13
HP1525301T2D_F5,4,5,13
HP1525301T2D_E2,4,10,13
HP1525301T2D_C14,4,10,13
HP1525301T2D_D6,4,5,13
HP1525301T2D_O3,4,5,13
HP1525301T2D_G17,4,5,13
HP1525301T2D_C23,4,10,13
HP1525301T2D_L5,4,5,13
HP1525301T2D_C7,4,5,13
HP1525301T2D_M5,4,5,13
HP1525301T2D_N10,12,10,13
HP1525301T2D_K8,4,5,13
HP1525301T2D_K7,17,10,13
HP1525301T2D_K5,4,5,13
HP1525301T2D_F3,4,5,13
HP1525301T2D_B12,4,5,13
HP1526901T2D_N4,4,10,13
HP1526901T2D_N7,4,5,13
HP1526901T2D_D7,4,5,13
HP1526901T2D_K17,4,5,13
HP1526901T2D_L15,4,5,13
HP1526901T2D_A6,4,10,13
HP1526901T2D_I12,4,5,13
HP1526901T2D_N5,12,10,13
HP1526901T2D_I17,4,5,13
HP1526901T2D_M18,4,10,13
HP1526901T2D_E16,4,5,13
HP1526901T2D_O19,4,5,13
HP1526901T2D_C8,4,10,13
HP1526901T2D_H2,4,5,13
D101_10,3,3,12
D101_25,3,3,12
D101_66,19,5,13
D101_69,1,0,1
D101_81,9,4,8
D101_84,3,1,12
D101_95,15,4,8
D102_68,2,3,12
D102_78,19,0,1
D102_93,15,4,8
D10631_29,12,10,13
D10631_61,15,4,8
D1713_9,6,4,8
D1713_21,9,4,8
D1713_51,13,9,3
D1713_90,15,4,8
D172444_4,15,4,8
D172444_8,15,4,8
D172444_9,15,4,8
D172444_10,15,4,8
D172444_12,15,4,8
D172444_13,6,4,8
D172444_14,15,1,12
D172444_17,15,4,8
D172444_22,15,1,12
D172444_25,15,4,8
D172444_26,2,4,8
D172444_28,15,4,8
D172444_29,15,4,8
D172444_30,6,4,8
D172444_31,15,4,8
D172444_32,6,4,8
D172444_33,15,4,8
D172444_34,3,1,12
D172444_35,15,4,8
D172444_36,15,4,8
D172444_37,15,4,8
D172444_38,15,4,8
D172444_41,3,1,12
D172444_42,15,4,8
D172444_43,15,4,8
D172444_46,15,4,8
D172444_49,15,4,8
D172444_52,3,4,8
D172444_53,15,4,8
D172444_54,15,4,8
D172444_56,15,4,8
D172444_57,6,4,8
D172444_58,15,4,8
D172444_60,15,4,8
D172444_62,3,1,12
D172444_64,6,4,8
D172444_66,15,4,8
D172444_71,15,4,8
D172444_72,15,4,8
D172444_73,15,4,8
D172444_75,2,4,8
D172444_77,15,4,8
D172444_78,15,4,8
D172444_79,15,4,8
D172444_81,15,4,8
D172444_83,15,4,8
D172444_85,15,4,8
D172444_87,15,4,8
D172444_88,15,4,8
D172444_90,15,4,8
D172444_91,15,1,12
D172444_92,15,4,8
D172444_93,15,4,8
D17All1_1,2,4,8
D17All1_4,15,4,8
D17All1_8,15,4,8
D17All1_10,15,4,8
D17All1_27,3,1,12
D17All1_30,6,4,8
D17All1_42,6,4,8
D17All1_43,15,4,8
D17All1_46,3,1,12
D17All1_49,15,1,12
D17All1_55,15,4,8
D17All1_57,15,4,8
D17All1_58,6,3,12
D17All1_62,2,4,8
D17All1_64,15,4,8
D17All1_73,15,4,8
D17All1_74,15,4,8
D17All1_88,15,4,8
D17All1_89,15,1,12
D17All1_93,15,4,8
D17All2_1,15,4,8
D17All2_6,15,4,8
D17All2_9,15,4,8
D17All2_11,15,4,8
D17All2_15,15,4,8
D17All2_16,15,4,8
D17All2_17,15,4,8
D17All2_24,15,4,8
D17All2_27,15,4,8
D17All2_32,15,1,12
D17All2_37,15,4,8
D17All2_39,15,4,8
D17All2_40,15,4,8
D17All2_43,15,4,8
D17All2_44,15,1,12
D17All2_45,15,1,12
D17All2_47,15,4,8
D17All2_52,6,4,8
D17All2_62,15,4,8
D17All2_74,15,1,12
D17All2_80,10,14,6
D17All2_84,15,4,8
D17TGFB_1,2,4,8
D17TGFB_2,15,4,8
D17TGFB_11,6,4,8
D17TGFB_13,3,4,8
D17TGFB_15,6,3,12
D17TGFB_20,2,4,8
D17TGFB_35,2,4,8
D17TGFB_40,9,1,12
D17TGFB_42,2,3,12
D17TGFB_48,2,1,12
D17TGFB_52,2,1,12
D17TGFB_53,2,4,8
D17TGFB_63,15,4,8
D17TGFB_65,6,4,8
D17TGFB_69,2,4,8
D17TGFB_70,3,3,12
D17TGFB_73,15,4,8
D17TGFB_75,15,4,8
D17TGFB_78,2,4,8
D17TGFB_82,2,4,8
D17TGFB_90,2,3,12
D17TGFB_91,2,4,8
D17TGFB_94,2,14,6
D17TGFB_95,15,4,8
D3en2_58,15,4,8
D3en4_22,3,4,8
D3en4_47,9,4,8
D3en4_71,2,1,12
D3en4_91,2,1,12
D71_3,15,4,8
D71_20,15,1,12
D71_37,2,4,8
D71_40,15,4,8
D71_43,15,4,8
D71_58,13,9,3
D71_76,15,4,8
D71_93,2,4,8
D72_2,6,1,12
D72_8,2,4,8
D72_10,2,4,8
D72_47,3,1,12
D72_54,15,4,8
D72_67,15,4,8
D72_85,3,1,12
D72_88,15,4,8
D72_91,2,4,8
D72_92,15,4,8
D73_1,15,4,8
D73_3,3,4,8
D73_6,15,1,12
D73_10,15,4,8
D73_14,15,4,8
D73_17,15,4,8
D73_31,2,4,8
D73_32,3,4,8
D73_33,3,1,12
D73_36,3,4,8
D73_41,3,4,8
D73_58,2,4,8
D73_59,15,4,8
D73_69,15,4,8
D73_79,15,4,8
D73_81,15,4,8
D74_8,15,4,8
D74_29,15,4,8
D74_32,15,4,8
D74_41,2,4,8
D74_42,9,4,8
D74_52,15,4,8
D74_55,15,4,8
D74_56,9,4,8
D74_57,3,4,8
D74_67,15,4,8
D74_68,15,4,8
D74_70,15,4,8
D74_75,15,4,8
D74_85,15,4,8
D74_87,9,3,12
D74_88,15,4,8
D74_95,15,4,8
D28-1_1,2,1,12
D28-1_15,2,4,8
D28-1_17,2,3,12
D28-1_29,2,4,8
D28-1_30,2,4,8
D28-1_39,2,1,12
D28-1_40,6,1,12
D28-1_41,6,4,8
D28-1_51,6,4,8
D28-1_63,2,1,12
D28-1_65,10,2,0
D28-1_75,6,1,12
D28-1_88,2,1,12
D28-2_2,6,1,12
D28-2_5,6,1,12
D28-2_28,2,1,12
D28-2_43,2,1,12
D28-2_51,9,4,8
D28-2_52,2,1,12
D28-2_65,2,1,12
D28-2_68,9,8,2
D28-2_85,2,3,12
D28-2_90,3,3,12
D28-3_3,2,1,12
D28-3_5,6,1,12
D28-3_7,6,1,12
D28-3_8,2,4,8
D28-3_13,19,1,12
D28-3_15,2,1,12
D28-3_38,2,4,8
D28-3_40,4,5,13
D28-3_42,2,1,12
D28-3_50,19,10,13
D28-3_55,2,1,12
D28-3_64,6,4,8
D28-3_68,2,1,12
D28-3_69,6,4,8
D28-3_76,6,4,8
D28-3_79,2,4,8
D28-3_92,2,1,12
D28-4_13,2,4,8
D28-4_15,2,4,8
D28-4_27,2,1,12
D28-4_29,2,1,12
D28-4_30,2,1,12
D28-4_37,2,1,12
D28-4_39,2,1,12
D28-4_41,2,3,12
D28-4_56,2,4,8
D28-4_62,2,4,8
D28-4_65,2,1,12
D28-4_76,2,4,8
D28-4_87,9,4,8
D28-5_13,2,4,8
D28-5_14,2,4,8
D28-5_15,3,1,12
D28-5_40,2,1,12
D28-5_41,11,3,12
D28-5_50,2,1,12
D28-5_52,2,4,8
D28-5_64,6,1,12
D28-5_65,2,4,8
D28-5_74,2,1,12
D28-5_86,2,4,8
D28-5_87,2,4,8
D28-6_13,2,1,12
D28-6_29,10,8,2
D28-6_37,2,4,8
D28-6_52,2,4,8
D28-6_65,2,1,12
D28-6_77,2,4,8
D28-6_88,3,1,12
D28-7_3,3,1,12
D28-7_5,2,1,12
D28-7_7,2,4,8
D28-7_13,2,1,12
D28-7_16,2,1,12
D28-7_19,2,4,8
D28-7_49,19,15,7
D28-7_53,2,1,12
D28-7_61,3,1,12
D28-7_63,2,4,8
D28-7_65,10,8,2
D28-7_66,11,1,12
D28-7_77,2,4,8
D28-8_2,2,4,8
D28-8_5,2,4,8
D28-8_14,2,4,8
D28-8_15,2,1,12
D28-8_18,2,1,12
D28-8_25,2,1,12
D28-8_27,2,1,12
D28-8_41,2,3,12
D28-8_74,2,1,12
D28-8_86,0,8,2
D29-1_1,2,4,8
D29-1_6,3,4,8
D29-1_7,2,1,12
D29-1_11,2,4,8
D29-1_13,2,4,8
D29-1_17,2,1,12
D29-1_18,3,1,12
D29-1_19,2,4,8
D29-1_20,2,4,8
D29-1_26,2,1,12
D29-1_27,2,1,12
D29-1_29,2,1,12
D29-1_32,2,4,8
D29-1_34,2,1,12
D29-1_37,2,1,12
D29-1_38,2,4,8
D29-1_41,2,4,8
D29-1_44,2,1,12
D29-1_46,2,1,12
D29-1_47,2,4,8
D29-1_50,2,4,8
D29-1_51,2,4,8
D29-1_55,2,4,8
D29-1_59,2,1,12
D29-1_60,6,1,12
D29-1_62,9,4,8
D29-1_69,2,4,8
D29-1_76,2,4,8
D29-1_80,2,4,8
D29-1_87,2,1,12
D29-1_89,2,4,8
D29-2_3,6,3,12
D29-2_6,2,1,12
D29-2_8,2,4,8
D29-2_13,2,1,12
D29-2_15,3,1,12
D29-2_22,3,1,12
D29-2_25,2,4,8
D29-2_28,2,1,12
D29-2_31,3,1,12
D29-2_33,2,3,12
D29-2_35,2,4,8
D29-2_37,2,4,8
D29-2_38,2,4,8
D29-2_39,6,1,12
D29-2_41,2,4,8
D29-2_45,2,4,8
D29-2_48,2,1,12
D29-2_51,2,4,8
D29-2_52,2,1,12
D29-2_67,2,4,8
D29-2_69,2,1,12
D29-2_71,2,4,8
D29-2_74,2,4,8
D29-2_75,2,4,8
D29-2_76,2,3,12
D29-2_84,2,1,12
D29-2_90,2,4,8
D29-2_91,2,4,8
D29-2_93,2,4,8
D29-2_94,2,1,12
D29-3_3,3,1,12
D29-3_18,3,4,8
D29-3_22,2,1,12
D29-3_25,3,1,12
D29-3_29,2,4,8
D29-3_30,2,1,12
D29-3_31,2,4,8
D29-3_33,2,4,8
D29-3_34,2,4,8
D29-3_38,2,4,8
D29-3_40,6,4,8
D29-3_42,2,1,12
D29-3_47,2,4,8
D29-3_49,2,4,8
D29-3_53,2,4,8
D29-3_54,3,1,12
D29-3_56,2,4,8
D29-3_60,2,4,8
D29-3_66,2,4,8
D29-3_72,2,1,12
D29-3_74,2,4,8
D29-3_76,3,1,12
D29-3_77,2,1,12
D29-3_79,2,4,8
D29-3_81,2,1,12
D29-3_84,2,4,8
D29-3_92,2,4,8
D29-3_93,2,1,12
D29-4_2,2,1,12
D29-4_5,3,1,12
D29-4_8,13,9,3
D29-4_9,2,4,8
D29-4_12,2,1,12
D29-4_13,2,4,8
D29-4_15,2,4,8
D29-4_16,2,1,12
D29-4_18,2,4,8
D29-4_22,2,4,8
D29-4_25,6,1,12
D29-4_26,2,4,8
D29-4_28,2,4,8
D29-4_29,3,1,12
D29-4_30,6,1,12
D29-4_33,2,4,8
D29-4_34,2,4,8
D29-4_35,3,1,12
D29-4_38,2,4,8
D29-4_46,2,4,8
D29-4_49,3,4,8
D29-4_50,6,1,12
D29-4_51,2,4,8
D29-4_53,2,4,8
D29-4_55,2,4,8
D29-4_56,2,1,12
D29-4_57,2,4,8
D29-4_58,2,4,8
D29-4_60,2,4,8
D29-4_61,2,4,8
D29-4_62,2,1,12
D29-4_65,2,4,8
D29-4_66,6,1,12
D29-4_68,2,4,8
D29-4_70,2,4,8
D29-4_72,2,1,12
D29-4_74,2,4,8
D29-4_75,2,4,8
D29-4_77,2,4,8
D29-4_80,2,4,8
D29-4_82,13,9,3
D29-4_85,2,4,8
D29-4_93,2,4,8
D29-5_3,2,4,8
D29-5_5,2,1,12
D29-5_7,2,4,8
D29-5_8,2,4,8
D29-5_11,2,4,8
D29-5_17,2,1,12
D29-5_18,2,1,12
D29-5_19,2,4,8
D29-5_24,2,1,12
D29-5_31,2,1,12
D29-5_33,2,4,8
D29-5_35,2,1,12
D29-5_39,2,1,12
D29-5_43,2,4,8
D29-5_44,2,1,12
D29-5_46,6,1,12
D29-5_49,6,1,12
D29-5_54,2,4,8
D29-5_56,2,4,8
D29-5_57,2,4,8
D29-5_59,2,4,8
D29-5_65,2,1,12
D29-5_67,2,3,12
D29-5_68,2,4,8
D29-5_71,2,4,8
D29-5_75,2,1,12
D29-5_82,2,1,12
D29-5_87,2,4,8
D29-5_92,2,4,8
D29-6_1,2,4,8
D29-6_8,2,4,8
D29-6_17,2,1,12
D29-6_19,2,4,8
D29-6_21,2,4,8
D29-6_24,2,4,8
D29-6_26,2,4,8
D29-6_27,2,4,8
D29-6_29,2,4,8
D29-6_34,2,4,8
D29-6_38,3,4,8
D29-6_40,2,1,12
D29-6_41,2,4,8
D29-6_42,6,3,12
D29-6_48,2,4,8
D29-6_51,2,1,12
D29-6_52,2,1,12
D29-6_53,2,1,12
D29-6_54,2,1,12
D29-6_57,2,4,8
D29-6_58,2,1,12
D29-6_60,2,4,8
D29-6_64,2,4,8
D29-6_65,2,1,12
D29-6_69,2,4,8
D29-6_78,2,1,12
D29-6_82,2,4,8
D29-6_83,2,4,8
D29-6_84,2,4,8
D29-6_86,2,4,8
D29-6_89,2,4,8
D29-6_90,2,1,12
D29-6_91,2,1,12
D29-6_94,2,4,8
D29-7_1,2,4,8
D29-7_6,2,4,8
D29-7_25,2,4,8
D29-7_32,3,1,12
D29-7_33,2,4,8
D29-7_38,2,4,8
D29-7_43,2,4,8
D29-7_44,2,4,8
D29-7_46,2,4,8
D29-7_47,2,4,8
D29-7_50,2,4,8
D29-7_51,2,4,8
D29-7_55,2,4,8
D29-7_56,2,4,8
D29-7_57,2,4,8
D29-7_59,2,4,8
D29-7_64,2,4,8
D29-7_65,2,3,12
D29-7_70,2,4,8
D29-7_72,2,4,8
D29-7_73,2,4,8
D29-7_76,2,4,8
D29-7_80,2,1,12
D29-7_82,2,4,8
D29-7_84,2,4,8
D29-7_85,9,8,2
D29-7_90,2,4,8
D29-7_92,2,4,8
D29-8_2,2,4,8
D29-8_7,2,4,8
D29-8_14,2,4,8
D29-8_15,10,6,14
D29-8_18,2,4,8
D29-8_20,2,1,12
D29-8_24,2,4,8
D29-8_25,12,3,12
D29-8_27,2,4,8
D29-8_29,6,4,8
D29-8_30,2,4,8
D29-8_32,2,4,8
D29-8_33,3,4,8
D29-8_39,2,4,8
D29-8_45,3,4,8
D29-8_51,2,4,8
D29-8_55,2,4,8
D29-8_56,9,4,8
D29-8_59,2,1,12
D29-8_60,2,1,12
D29-8_64,2,4,8
D29-8_65,2,4,8
D29-8_66,2,4,8
D29-8_76,2,4,8
D29-8_77,9,4,8
D29-8_82,2,4,8
D29-8_84,2,1,12
D29-8_86,6,3,12
D30-1_4,0,2,0
D30-1_7,2,4,8
D30-1_9,6,4,8
D30-1_10,2,4,8
D30-1_15,3,1,12
D30-1_16,2,4,8
D30-1_17,2,4,8
D30-1_21,2,4,8
D30-1_23,11,3,12
D30-1_24,2,4,8
D30-1_27,2,4,8
D30-1_28,2,1,12
D30-1_35,2,1,12
D30-1_37,2,4,8
D30-1_38,2,1,12
D30-1_40,2,4,8
D30-1_47,2,3,12
D30-1_49,3,1,12
D30-1_52,0,2,0
D30-1_54,3,1,12
D30-1_56,2,4,8
D30-1_58,2,4,8
D30-1_59,2,4,8
D30-1_60,6,4,8
D30-1_71,2,4,8
D30-1_73,2,4,8
D30-1_75,19,15,7
D30-1_81,2,4,8
D30-1_82,2,4,8
D30-1_84,2,4,8
D30-1_86,2,4,8
D30-1_87,2,4,8
D30-1_90,2,1,12
D30-2_2,2,4,8
D30-2_5,3,3,12
D30-2_10,11,1,12
D30-2_12,2,4,8
D30-2_13,6,1,12
D30-2_14,2,1,12
D30-2_15,2,1,12
D30-2_16,2,4,8
D30-2_18,2,4,8
D30-2_19,2,4,8
D30-2_21,2,4,8
D30-2_23,6,4,8
D30-2_24,2,1,12
D30-2_25,2,4,8
D30-2_28,2,4,8
D30-2_31,8,7,15
D30-2_34,2,4,8
D30-2_37,2,1,12
D30-2_47,3,3,12
D30-2_60,4,10,13
D30-2_62,0,2,0
D30-2_65,2,4,8
D30-2_67,6,3,12
D30-2_68,2,4,8
D30-2_70,2,4,8
D30-2_72,6,1,12
D30-2_73,2,1,12
D30-2_78,2,1,12
D30-2_80,2,1,12
D30-2_81,2,4,8
D30-2_85,2,4,8
D30-2_86,2,4,8
D30-2_88,6,1,12
D30-2_91,2,4,8
D30-2_94,2,1,12
D30-3_1,2,4,8
D30-3_4,6,4,8
D30-3_5,6,4,8
D30-3_7,13,9,3
D30-3_11,2,4,8
D30-3_16,2,4,8
D30-3_19,2,4,8
D30-3_20,2,4,8
D30-3_25,2,4,8
D30-3_26,2,4,8
D30-3_27,2,1,12
D30-3_28,2,4,8
D30-3_29,2,4,8
D30-3_30,2,4,8
D30-3_31,2,4,8
D30-3_33,2,4,8
D30-3_34,2,4,8
D30-3_35,2,4,8
D30-3_37,2,4,8
D30-3_40,2,1,12
D30-3_41,2,4,8
D30-3_42,2,4,8
D30-3_44,2,4,8
D30-3_46,2,4,8
D30-3_47,2,4,8
D30-3_48,2,1,12
D30-3_50,2,4,8
D30-3_57,0,2,0
D30-3_60,6,4,8
D30-3_64,2,4,8
D30-3_65,2,4,8
D30-3_68,2,4,8
D30-3_70,2,4,8
D30-3_73,0,2,0
D30-3_74,2,4,8
D30-3_79,2,4,8
D30-3_80,6,1,12
D30-3_86,6,4,8
D30-3_88,2,4,8
D30-3_92,2,4,8
D30-3_93,2,4,8
D30-4_3,2,4,8
D30-4_6,2,4,8
D30-4_11,2,4,8
D30-4_12,2,4,8
D30-4_19,2,3,12
D30-4_21,2,1,12
D30-4_24,2,1,12
D30-4_25,2,1,12
D30-4_29,2,4,8
D30-4_32,0,2,0
D30-4_36,2,4,8
D30-4_37,3,4,8
D30-4_39,2,4,8
D30-4_40,0,8,2
D30-4_41,2,4,8
D30-4_43,6,4,8
D30-4_47,2,1,12
D30-4_49,6,1,12
D30-4_50,2,4,8
D30-4_52,2,4,8
D30-4_54,3,3,12
D30-4_60,2,4,8
D30-4_63,0,2,0
D30-4_66,0,6,14
D30-4_68,6,1,12
D30-4_69,2,4,8
D30-4_73,2,4,8
D30-4_74,2,4,8
D30-4_75,2,1,12
D30-4_77,2,1,12
D30-4_85,6,1,12
D30-4_86,2,4,8
D30-4_87,2,1,12
D30-4_88,2,4,8
D30-4_94,6,4,8
D30-5_8,2,4,8
D30-5_10,2,4,8
D30-5_13,6,3,12
D30-5_14,2,1,12
D30-5_20,2,4,8
D30-5_23,6,4,8
D30-5_24,2,4,8
D30-5_26,2,1,12
D30-5_27,2,4,8
D30-5_28,6,4,8
D30-5_33,2,4,8
D30-5_37,6,4,8
D30-5_39,2,4,8
D30-5_43,2,4,8
D30-5_48,2,4,8
D30-5_51,2,4,8
D30-5_53,2,4,8
D30-5_54,2,4,8
D30-5_55,2,4,8
D30-5_62,19,15,7
D30-5_63,2,4,8
D30-5_65,2,4,8
D30-5_66,6,4,8
D30-5_67,2,4,8
D30-5_70,2,4,8
D30-5_71,2,4,8
D30-5_73,2,4,8
D30-5_75,2,1,12
D30-5_83,2,4,8
D30-5_84,2,4,8
D30-5_88,2,4,8
D30-5_92,2,4,8
D30-5_93,2,4,8
D30-5_94,2,4,8
D30-6_1,2,4,8
D30-6_2,2,4,8
D30-6_4,2,1,12
D30-6_7,2,4,8
D30-6_16,2,4,8
D30-6_19,2,4,8
D30-6_22,6,1,12
D30-6_24,3,4,8
D30-6_26,2,4,8
D30-6_28,13,9,3
D30-6_30,2,1,12
D30-6_31,2,4,8
D30-6_32,6,1,12
D30-6_33,6,4,8
D30-6_36,2,4,8
D30-6_39,2,4,8
D30-6_41,2,4,8
D30-6_42,2,4,8
D30-6_45,3,4,8
D30-6_46,2,4,8
D30-6_50,2,4,8
D30-6_51,2,4,8
D30-6_55,2,4,8
D30-6_62,2,4,8
D30-6_63,2,1,12
D30-6_66,2,4,8
D30-6_67,2,4,8
D30-6_70,2,4,8
D30-6_71,2,4,8
D30-6_72,6,1,12
D30-6_74,2,4,8
D30-6_75,3,1,12
D30-6_81,2,4,8
D30-6_82,6,1,12
D30-6_85,2,4,8
D30-6_87,2,4,8
D30-6_88,2,4,8
D30-6_89,2,4,8
D30-6_91,2,4,8
D30-7_2,2,1,12
D30-7_5,2,1,12
D30-7_6,2,4,8
D30-7_8,6,3,12
D30-7_9,19,15,7
D30-7_10,2,4,8
D30-7_12,2,4,8
D30-7_14,2,4,8
D30-7_16,6,1,12
D30-7_18,6,1,12
D30-7_25,2,1,12
D30-7_26,2,1,12
D30-7_36,2,1,12
D30-7_40,2,4,8
D30-7_41,6,4,8
D30-7_42,2,4,8
D30-7_43,2,4,8
D30-7_45,2,4,8
D30-7_47,6,1,12
D30-7_49,2,4,8
D30-7_52,2,4,8
D30-7_57,2,1,12
D30-7_60,2,1,12
D30-7_61,3,1,12
D30-7_64,2,4,8
D30-7_65,2,4,8
D30-7_66,2,4,8
D30-7_67,2,1,12
D30-7_68,2,4,8
D30-7_71,2,4,8
D30-7_73,2,1,12
D30-7_75,2,4,8
D30-7_77,3,4,8
D30-7_78,2,1,12
D30-7_87,2,4,8
D30-7_92,2,4,8
D30-7_93,2,4,8
D30-8_1,2,1,12
D30-8_2,2,4,8
D30-8_5,2,4,8
D30-8_7,2,4,8
D30-8_10,2,4,8
D30-8_11,2,4,8
D30-8_13,2,4,8
D30-8_19,2,4,8
D30-8_20,6,4,8
D30-8_23,2,1,12
D30-8_26,2,4,8
D30-8_28,2,1,12
D30-8_31,2,4,8
D30-8_39,2,3,12
D30-8_43,2,1,12
D30-8_44,6,4,8
D30-8_47,2,4,8
D30-8_48,3,4,8
D30-8_52,2,4,8
D30-8_53,2,4,8
D30-8_54,2,4,8
D30-8_64,6,1,12
D30-8_67,2,4,8
D30-8_70,2,1,12
D30-8_71,2,4,8
D30-8_75,2,4,8
D30-8_76,2,4,8
D30-8_77,2,4,8
D30-8_78,6,4,8
D30-8_79,2,4,8
D30-8_83,2,4,8
D30-8_89,2,1,12
D30-8_90,3,4,8
D30-8_92,2,4,8
D31-1_2,2,1,12
D31-1_4,2,4,8
D31-1_8,6,4,8
D31-1_17,2,4,8
D31-1_24,2,4,8
D31-1_32,2,1,12
D31-1_35,3,1,12
D31-1_36,13,9,3
D31-1_40,2,4,8
D31-1_42,11,1,12
D31-1_43,2,1,12
D31-1_46,6,1,12
D31-1_49,3,3,12
D31-1_52,3,3,12
D31-1_59,2,4,8
D31-1_60,6,1,12
D31-1_61,2,4,8
D31-1_64,6,1,12
D31-1_66,19,15,7
D31-1_67,6,4,8
D31-1_69,2,1,12
D31-1_75,2,4,8
D31-1_78,2,4,8
D31-1_85,3,4,8
D31-1_87,2,4,8
D31-1_89,6,4,8
D31-1_91,2,1,12
D31-1_92,2,4,8
D31-2_2,6,4,8
D31-2_7,6,4,8
D31-2_9,6,4,8
D31-2_11,2,4,8
D31-2_13,6,4,8
D31-2_14,2,1,12
D31-2_22,3,4,8
D31-2_31,2,4,8
D31-2_32,2,4,8
D31-2_33,2,4,8
D31-2_39,2,4,8
D31-2_44,2,4,8
D31-2_45,6,4,8
D31-2_50,2,1,12
D31-2_56,6,1,12
D31-2_57,3,1,12
D31-2_63,2,1,12
D31-2_64,2,1,12
D31-2_67,3,4,8
D31-2_74,2,4,8
D31-2_81,2,4,8
D31-2_82,6,4,8
D31-2_89,2,4,8
D31-2_93,2,4,8
D31-3_2,2,4,8
D31-3_3,3,1,12
D31-3_5,6,4,8
D31-3_13,2,4,8
D31-3_18,2,4,8
D31-3_19,6,3,12
D31-3_24,2,4,8
D31-3_27,2,1,12
D31-3_28,2,4,8
D31-3_29,6,4,8
D31-3_32,2,4,8
D31-3_35,3,1,12
D31-3_38,3,1,12
D31-3_39,2,4,8
D31-3_45,2,1,12
D31-3_46,6,4,8
D31-3_52,3,4,8
D31-3_55,2,4,8
D31-3_57,2,4,8
D31-3_70,2,1,12
D31-3_76,6,4,8
D31-3_79,2,4,8
D31-3_84,6,1,12
D31-3_85,2,4,8
D31-3_90,6,1,12
D31-3_91,3,8,2
D31-3_94,6,1,12
D31-4_1,2,4,8
D31-4_5,6,4,8
D31-4_6,3,1,12
D31-4_7,2,4,8
D31-4_11,2,3,12
D31-4_18,2,4,8
D31-4_20,2,1,12
D31-4_22,3,4,8
D31-4_23,2,4,8
D31-4_24,2,1,12
D31-4_27,2,3,12
D31-4_29,2,4,8
D31-4_30,2,4,8
D31-4_31,2,4,8
D31-4_32,2,4,8
D31-4_42,2,1,12
D31-4_47,2,1,12
D31-4_50,2,1,12
D31-4_52,2,4,8
D31-4_53,6,3,12
D31-4_54,9,1,12
D31-4_59,2,4,8
D31-4_61,2,4,8
D31-4_80,6,4,8
D31-4_81,2,1,12
D31-4_84,2,1,12
D31-4_87,2,4,8
D31-4_89,2,4,8
D31-5_2,2,1,12
D31-5_8,9,4,8
D31-5_10,2,4,8
D31-5_11,2,1,12
D31-5_12,2,4,8
D31-5_17,6,1,12
D31-5_20,2,1,12
D31-5_21,11,3,12
D31-5_24,3,1,12
D31-5_25,3,4,8
D31-5_33,3,1,12
D31-5_35,3,1,12
D31-5_36,2,4,8
D31-5_44,6,3,12
D31-5_49,2,4,8
D31-5_50,2,4,8
D31-5_53,2,4,8
D31-5_54,6,4,8
D31-5_56,2,4,8
D31-5_58,2,1,12
D31-5_59,2,4,8
D31-5_62,2,4,8
D31-5_63,2,4,8
D31-5_66,3,1,12
D31-5_67,6,4,8
D31-5_68,2,4,8
D31-5_76,3,1,12
D31-5_86,6,4,8
D31-5_87,6,1,12
D31-5_88,3,1,12
D31-5_90,2,4,8
D31-5_93,3,4,8
D31-6_2,3,4,8
D31-6_10,2,4,8
D31-6_18,6,4,8
D31-6_30,3,1,12
D31-6_35,2,1,12
D31-6_36,2,4,8
D31-6_45,2,1,12
D31-6_48,6,1,12
D31-6_54,2,4,8
D31-6_55,2,4,8
D31-6_56,2,4,8
D31-6_59,2,4,8
D31-6_63,2,1,12
D31-6_64,2,1,12
D31-6_74,2,4,8
